person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_home_ownership_1,person_home_ownership_2,person_home_ownership_3,person_home_ownership_4,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
24,0,0,115896,2,5000,8.9,0.04,4,680,1,0,0,1,0,1,0,0,0,0,0,0
25,1,2,116346,2,35000,7.49,0.3,3,628,0,0,0,1,0,1,0,0,0,0,0,0
25,0,3,82635,6,13600,10,0.16,3,592,0,0,1,0,0,1,0,0,0,0,0,0
22,1,0,85236,0,13600,7.29,0.16,4,548,1,0,1,0,0,0,0,0,0,1,0,0
24,1,2,116242,0,4800,11.99,0.04,3,630,0,0,0,1,0,0,0,1,0,0,0,0
26,1,2,116407,2,10000,5.42,0.09,3,691,0,0,0,1,0,0,0,0,0,1,0,0
22,1,2,84985,0,13600,12.21,0.16,4,563,1,0,1,0,0,0,0,0,0,1,0,0
25,0,2,88800,7,13600,11.99,0.15,2,620,0,0,1,0,0,0,0,0,0,1,0,0
23,1,0,95293,1,13600,9.88,0.14,3,612,1,0,1,0,0,0,0,0,0,1,0,0
25,1,0,116063,3,20000,6.99,0.17,3,659,1,0,0,1,0,0,0,0,0,0,1,0
23,0,3,116305,0,12000,7.49,0.1,4,579,1,0,0,1,0,0,0,0,1,0,0,0
24,1,0,116332,0,11000,5.99,0.09,2,636,1,0,0,1,0,0,0,1,0,0,0,0
23,1,2,103036,0,13600,6.03,0.13,3,678,0,0,1,0,0,0,0,0,0,1,0,0
24,1,0,116410,0,12000,5.42,0.1,4,630,1,0,0,1,0,0,0,0,0,0,1,0
25,1,0,40857,1,8000,10.38,0.2,2,660,0,0,0,0,1,0,0,0,0,0,1,0
23,0,2,116607,3,8000,13.49,0.07,3,668,0,0,0,0,1,0,0,0,1,0,0,0
24,1,1,116171,1,4200,5.99,0.04,3,512,1,0,0,1,0,0,0,0,0,0,1,0
26,1,2,78751,3,13625,11.01,0.17,3,608,1,0,1,0,0,0,0,0,1,0,0,0
23,0,0,116252,4,4000,5.42,0.03,2,588,1,0,0,1,0,0,1,0,0,0,0,0
23,0,1,115855,0,10000,7.49,0.09,3,614,0,0,0,1,0,0,1,0,0,0,0,0
22,0,1,116107,0,9000,7.49,0.08,4,597,1,0,0,1,0,0,1,0,0,0,0,0
25,0,3,40522,3,13650,16.35,0.34,4,663,0,0,1,0,0,1,0,0,0,0,0,1
21,1,1,40477,0,11000,13.11,0.27,3,686,1,0,0,0,1,0,1,0,0,0,0,0
24,1,1,115857,2,4200,11.01,0.04,4,650,1,0,0,1,0,0,0,0,0,0,1,0
24,1,3,40642,2,8000,14.26,0.2,3,665,1,0,0,0,1,0,0,0,0,0,1,0
21,0,0,41129,0,5000,14.61,0.12,3,664,0,0,0,0,1,0,1,0,0,0,0,0
25,1,2,102001,2,5000,16.02,0.05,3,704,0,0,0,1,0,1,0,0,0,0,0,1
26,1,1,116338,2,20000,11.11,0.17,4,621,1,0,0,1,0,0,0,0,1,0,0,0
23,0,1,116119,0,7000,5.79,0.06,3,585,0,0,0,1,0,0,0,0,0,1,0,0
26,1,0,116156,5,11625,10,0.1,3,488,1,0,0,1,0,0,0,0,0,0,1,0
26,1,2,116010,2,8000,7.29,0.07,4,582,1,0,0,1,0,0,0,0,0,0,1,0
22,1,0,116274,0,25000,13.8,0.22,4,654,1,0,0,1,0,0,0,0,0,0,1,0
23,1,3,115932,3,20000,11.11,0.17,2,668,0,0,0,1,0,0,0,0,0,0,1,0
23,0,0,40125,0,3600,11.58,0.09,4,587,1,0,0,0,1,0,0,0,0,0,1,0
25,0,3,55089,2,13650,18.79,0.25,2,624,0,0,1,0,0,0,0,0,1,0,0,1
25,1,3,116163,5,18250,11.11,0.16,4,561,1,0,0,1,0,1,0,0,0,0,0,0
25,1,0,86581,3,25000,14.09,0.29,2,681,0,0,0,1,0,0,0,0,1,0,0,1
22,1,0,116122,0,12000,11.01,0.1,3,625,0,0,0,1,0,0,1,0,0,0,0,0
26,1,1,116473,1,16000,5.79,0.14,2,634,1,0,0,1,0,0,0,1,0,0,0,0
21,1,1,36735,2,13750,15.05,0.37,4,678,0,0,1,0,0,1,0,0,0,0,0,1
25,1,0,43218,5,13750,7.51,0.32,4,554,0,0,1,0,0,1,0,0,0,0,0,1
25,0,0,101624,0,3500,14.84,0.03,2,558,0,0,0,1,0,0,0,0,0,1,0,1
22,0,2,115708,0,20000,7.88,0.17,3,635,0,0,0,1,0,0,1,0,0,0,0,0
26,0,2,40406,4,10000,8.49,0.25,3,644,1,0,0,0,1,0,0,0,1,0,0,0
22,0,2,65250,0,13750,14.96,0.21,2,611,1,0,1,0,0,0,1,0,0,0,0,0
23,0,1,116273,0,5000,10.38,0.04,4,568,0,0,0,1,0,0,0,0,0,0,1,0
21,1,2,40542,0,2500,13.61,0.06,3,651,1,0,0,0,1,0,0,0,0,0,1,0
23,1,0,40325,4,8000,7.29,0.2,3,453,1,0,0,0,1,0,0,0,0,0,1,0
22,1,0,116129,0,8000,7.88,0.07,4,585,1,0,0,1,0,0,0,0,0,0,1,0
24,1,0,115979,1,15000,7.51,0.13,4,560,0,0,0,1,0,1,0,0,0,0,0,0
22,0,3,40155,2,7000,11.78,0.17,4,710,0,0,0,0,1,0,0,0,0,0,1,0
23,1,2,116533,0,5000,7.51,0.04,2,671,1,0,0,1,0,1,0,0,0,0,0,0
24,0,1,39955,0,4200,7.29,0.11,2,610,1,0,0,0,1,0,1,0,0,0,0,0
24,1,0,116330,0,2000,10.38,0.02,3,645,1,0,0,1,0,0,0,0,1,0,0,0
24,0,2,95797,2,13800,8.49,0.14,2,725,0,0,1,0,0,0,0,1,0,0,0,0
25,1,0,97722,3,13800,11.99,0.14,3,546,1,0,1,0,0,0,0,0,0,1,0,0
25,0,0,116501,4,20000,11.01,0.17,2,580,1,0,0,1,0,0,1,0,0,0,0,0
25,0,0,116369,4,4000,9.88,0.03,3,521,1,0,0,0,1,0,1,0,0,0,0,0
24,1,0,127178,0,13800,7.66,0.11,2,553,0,0,1,0,0,0,0,0,0,0,1,0
22,1,2,116172,0,5000,10.99,0.04,4,531,1,0,0,1,0,0,0,0,0,0,1,0
26,0,1,115829,1,12000,13.11,0.1,4,553,1,0,0,1,0,0,1,0,0,0,0,0
23,0,3,116359,2,20000,10.99,0.17,3,649,1,0,0,1,0,0,1,0,0,0,0,0
23,0,2,39944,1,5000,13.99,0.13,3,597,1,0,0,0,1,0,0,0,0,0,1,0
25,0,0,40056,2,3600,11.01,0.09,4,522,0,0,0,0,1,0,0,0,1,0,0,0
26,0,0,116001,3,10000,10.99,0.09,4,565,1,0,0,1,0,0,0,1,0,0,0,0
22,0,3,86449,0,15000,14.96,0.17,3,698,0,0,0,1,0,0,0,0,1,0,0,1
26,0,1,86423,6,16500,16.45,0.19,3,637,0,0,0,0,1,0,0,0,1,0,0,1
26,1,0,141961,6,13800,7.49,0.1,3,597,1,0,1,0,0,0,0,0,0,0,1,0
24,1,1,40173,0,5600,14.42,0.14,3,597,0,0,0,0,1,0,1,0,0,0,0,0
26,1,0,115928,4,20000,16.7,0.17,4,638,1,0,0,1,0,0,0,1,0,0,0,0
25,0,2,115890,1,5000,11.83,0.04,4,649,1,0,0,1,0,0,0,0,0,0,1,0
25,0,0,92790,3,13900,10.62,0.15,4,646,0,0,1,0,0,0,0,0,0,0,1,0
21,1,2,116314,0,7000,12.53,0.06,4,658,0,0,0,0,1,0,1,0,0,0,0,0
24,1,0,115914,1,6000,13.92,0.05,4,479,1,0,0,1,0,0,0,1,0,0,0,0
26,1,3,51390,5,14000,6.92,0.27,2,675,0,0,1,0,0,0,0,0,0,0,1,1
23,1,0,116204,0,12000,11.01,0.1,2,654,0,1,0,0,0,0,1,0,0,0,0,0
26,1,0,51244,8,14000,9.45,0.27,2,664,0,0,1,0,0,1,0,0,0,0,0,1
22,1,0,116099,0,11400,13.04,0.1,2,476,1,0,0,1,0,0,1,0,0,0,0,0
25,1,2,102033,1,2125,15.01,0.02,4,678,0,0,0,1,0,0,1,0,0,0,0,1
24,1,2,53000,6,14000,7.51,0.26,2,727,0,0,1,0,0,0,0,0,1,0,0,1
23,1,1,116557,5,10000,5.42,0.09,2,684,1,0,0,1,0,0,0,0,1,0,0,0
24,0,0,116687,2,14400,7.88,0.12,4,645,1,0,0,1,0,0,0,0,0,0,1,0
23,0,2,116476,1,25200,15.65,0.22,2,598,0,0,0,1,0,0,1,0,0,0,0,0
26,0,1,116949,6,15000,6.17,0.13,3,596,1,0,0,1,0,0,0,0,0,1,0,0
22,1,1,117262,0,18000,10.25,0.15,3,601,0,0,0,1,0,0,0,0,0,0,1,0
25,1,3,116859,5,10000,6.17,0.09,2,734,0,0,0,1,0,0,0,0,0,1,0,0
26,1,1,117229,1,18000,7.51,0.15,4,590,1,0,0,1,0,0,0,0,0,0,1,0
24,1,1,116992,0,14000,17.19,0.12,4,655,1,0,0,1,0,0,1,0,0,0,0,0
26,0,3,117096,1,25000,11.58,0.21,2,583,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,117200,5,18000,7.9,0.15,4,593,1,0,0,1,0,0,1,0,0,0,0,0
25,1,0,47961,0,14000,16.49,0.29,3,627,0,0,1,0,0,0,0,0,0,1,0,1
24,1,1,117453,0,9300,6.17,0.08,2,528,1,0,0,1,0,1,0,0,0,0,0,0
23,0,2,117847,3,12000,9.91,0.1,2,598,0,0,0,1,0,0,1,0,0,0,0,0
25,0,3,117393,4,8000,11.01,0.07,4,704,0,0,0,1,0,0,0,0,0,1,0,0
24,0,2,117073,2,6400,15.96,0.05,2,499,1,0,0,1,0,1,0,0,0,0,0,0
26,1,2,117355,4,4000,6.62,0.03,4,579,1,0,0,1,0,1,0,0,0,0,0,0
23,0,0,87263,0,35000,15.99,0.4,2,571,0,0,0,1,0,0,0,0,1,0,0,1
22,1,3,117871,0,5000,6.99,0.04,4,664,0,0,0,1,0,0,0,0,0,1,0,0
22,1,3,56219,1,14000,8.49,0.25,4,596,1,0,1,0,0,0,1,0,0,0,0,0
23,0,3,117321,0,16000,6.62,0.14,2,708,0,0,0,1,0,1,0,0,0,0,0,0
24,0,0,48716,0,14000,15.58,0.29,3,630,0,0,1,0,0,0,0,0,1,0,0,1
24,0,2,117039,4,8000,11.11,0.07,4,621,1,0,0,1,0,0,0,0,0,1,0,0
23,0,0,57218,2,14000,10.37,0.24,3,528,1,0,1,0,0,0,1,0,0,0,0,0
23,1,0,117212,0,15000,9.63,0.13,4,631,1,0,0,0,1,0,0,0,1,0,0,0
24,0,1,117496,0,22000,12.68,0.19,3,699,1,0,0,1,0,1,0,0,0,0,0,0
23,1,2,117469,1,15000,16.4,0.13,3,648,0,0,0,1,0,0,0,0,0,1,0,0
24,1,3,57001,0,14000,7.88,0.25,4,601,1,0,1,0,0,1,0,0,0,0,0,0
22,0,0,117363,0,12975,6.91,0.11,4,522,1,0,0,1,0,0,1,0,0,0,0,0
26,1,2,117617,3,6000,13.61,0.05,3,663,1,0,0,1,0,0,0,0,1,0,0,0
23,0,2,117759,0,5000,7.51,0.04,3,667,1,0,0,1,0,0,0,0,0,1,0,0
24,0,0,117305,0,6800,13.61,0.06,4,632,0,0,0,1,0,0,0,1,0,0,0,0
23,0,1,51098,3,14000,16.89,0.27,3,656,0,0,1,0,0,0,0,0,0,1,0,1
25,1,1,117363,5,25000,14.59,0.21,2,577,1,0,0,1,0,0,0,1,0,0,0,0
23,1,0,117623,3,4800,11.01,0.04,2,608,1,0,0,1,0,0,1,0,0,0,0,0
22,1,0,117669,1,10000,13.57,0.08,3,598,1,0,0,1,0,0,0,0,1,0,0,0
24,0,2,59873,0,14000,11.71,0.23,3,630,1,0,1,0,0,0,1,0,0,0,0,0
23,0,1,117129,0,4000,16.32,0.03,3,610,1,0,0,1,0,0,0,0,0,1,0,0
26,0,1,54109,6,14000,14.83,0.26,2,536,0,0,1,0,0,1,0,0,0,0,0,1
23,0,0,117617,0,1800,11.01,0.02,2,623,1,0,0,1,0,0,0,0,0,0,1,0
22,0,2,117291,0,7500,11.34,0.06,4,574,1,0,0,1,0,0,1,0,0,0,0,0
24,1,3,117654,1,12000,10.28,0.1,2,610,0,0,0,1,0,0,0,1,0,0,0,0
26,1,1,103580,5,14000,11.01,0.14,2,566,0,0,0,1,0,0,0,1,0,0,0,1
26,0,3,118146,2,10000,5.99,0.08,2,670,0,0,0,0,1,0,0,1,0,0,0,0
24,0,3,61119,3,14000,9.88,0.23,2,575,1,0,1,0,0,0,0,1,0,0,0,0
24,1,0,61014,1,14000,12.21,0.23,3,506,1,0,1,0,0,0,1,0,0,0,0,0
25,1,3,103630,2,24000,17.19,0.23,2,618,0,0,0,1,0,1,0,0,0,0,0,1
23,0,2,117910,3,14500,7.51,0.12,2,581,1,0,0,1,0,0,0,0,1,0,0,0
25,1,1,118055,5,8000,7.49,0.07,2,650,1,0,0,1,0,0,0,0,0,1,0,0
24,1,1,118254,0,25000,11.12,0.21,3,626,0,0,0,1,0,0,0,0,0,0,1,0
26,1,0,118436,1,10400,9.32,0.09,3,554,1,0,0,1,0,1,0,0,0,0,0,0
23,0,0,118230,0,5575,6.54,0.05,3,569,1,0,0,1,0,0,0,0,1,0,0,0
23,1,2,118485,0,15000,6.54,0.13,3,586,1,0,0,1,0,0,0,0,0,0,1,0
23,1,2,63735,0,14000,6.91,0.22,3,599,1,0,1,0,0,0,1,0,0,0,0,0
23,1,0,39496,2,3500,15.27,0.09,3,595,1,0,0,0,1,0,1,0,0,0,0,0
22,0,0,104107,0,3500,14.74,0.03,3,649,0,0,0,1,0,1,0,0,0,0,0,1
24,0,1,118671,0,12000,6.03,0.1,3,663,1,0,0,0,1,0,0,1,0,0,0,0
23,1,1,64444,0,14000,14.27,0.22,3,656,1,0,1,0,0,0,0,0,0,0,1,0
24,0,3,118311,2,10000,11.71,0.08,3,604,0,0,0,1,0,0,0,1,0,0,0,0
24,0,2,119084,4,10000,6.62,0.08,3,607,1,0,0,1,0,0,0,0,0,0,1,0
21,1,1,64467,0,14000,14.65,0.22,3,692,1,0,1,0,0,0,1,0,0,0,0,0
25,0,2,118724,0,2000,5.42,0.02,4,669,0,0,0,1,0,0,1,0,0,0,0,0
24,1,3,118515,4,12000,7.49,0.1,2,681,1,0,0,0,1,0,0,0,0,0,1,0
22,0,3,39399,0,3000,6.99,0.08,4,653,1,0,0,0,1,0,0,0,1,0,0,0
26,0,0,118368,5,12000,8.49,0.1,3,641,0,0,0,1,0,0,0,0,1,0,0,0
23,1,2,118913,0,10000,18.07,0.08,3,605,1,0,0,0,1,0,1,0,0,0,0,0
21,0,0,118564,0,6000,10.59,0.05,4,628,1,0,0,1,0,0,0,0,0,1,0,0
24,0,2,118804,2,6500,11.11,0.05,3,614,1,0,0,1,0,0,0,0,0,1,0,0
25,0,1,65775,2,14000,10.99,0.21,4,669,0,0,1,0,0,0,0,0,0,1,0,0
25,1,1,103864,0,5000,10.36,0.05,2,632,0,0,0,1,0,0,0,1,0,0,0,1
22,1,0,65600,1,14000,7.14,0.21,2,649,0,0,1,0,0,0,0,0,1,0,0,0
22,1,2,118479,1,25000,14.46,0.21,3,611,1,0,0,1,0,0,1,0,0,0,0,0
24,0,1,118506,5,5000,5.79,0.04,2,676,0,0,0,1,0,0,0,0,1,0,0,0
23,1,1,118701,4,10000,11.01,0.08,4,648,1,0,0,1,0,0,0,0,0,0,1,0
22,1,0,58683,2,14000,13.92,0.24,3,631,0,0,1,0,0,0,0,0,0,1,0,1
25,1,2,104225,4,24000,11.01,0.23,2,527,0,0,0,1,0,1,0,0,0,0,0,1
22,1,2,104119,1,18000,13.48,0.17,2,663,0,0,0,1,0,0,1,0,0,0,0,1
26,0,0,118562,4,14000,7.88,0.12,3,634,1,0,0,1,0,0,0,0,0,0,1,0
24,1,0,104157,2,20000,10.99,0.19,4,657,0,0,0,1,0,0,0,0,0,1,0,1
20,0,3,118478,0,24250,11.01,0.2,4,594,0,0,0,1,0,0,1,0,0,0,0,0
25,1,0,67131,3,14000,6.62,0.21,2,611,1,0,1,0,0,0,0,1,0,0,0,0
26,0,1,67259,5,14000,9.99,0.21,4,669,1,0,1,0,0,0,1,0,0,0,0,0
23,1,3,118165,0,10000,8.94,0.08,3,693,1,0,0,1,0,0,0,0,0,0,1,0
24,1,1,118576,0,25000,11.83,0.21,3,602,1,0,0,1,0,0,0,0,1,0,0,0
23,1,1,104217,0,4800,16,0.05,3,646,0,0,0,1,0,1,0,0,0,0,0,1
23,0,0,118819,2,14500,8.94,0.12,3,656,0,0,0,1,0,0,1,0,0,0,0,0
23,1,1,39348,0,7500,12.98,0.19,3,629,0,0,0,0,1,0,0,0,0,1,0,0
25,1,0,118868,4,1000,11.14,0.01,4,613,0,0,0,1,0,0,0,1,0,0,0,0
23,1,1,118792,0,20000,13.57,0.17,4,583,1,0,0,1,0,1,0,0,0,0,0,0
25,1,2,118877,4,6400,9.63,0.05,4,543,1,0,0,1,0,0,0,0,0,1,0,0
25,1,2,118626,0,2000,7.37,0.02,2,673,1,0,0,0,1,0,0,0,0,1,0,0
22,1,0,118332,0,16000,7.66,0.14,3,637,0,0,0,1,0,1,0,0,0,0,0,0
25,0,2,104173,4,15000,6.91,0.14,4,659,0,0,0,1,0,0,0,0,0,1,0,1
23,1,2,66723,0,14000,11.66,0.21,3,679,0,0,1,0,0,0,0,0,0,0,1,0
21,1,2,66963,0,14000,6.54,0.21,2,627,1,0,1,0,0,0,1,0,0,0,0,0
23,1,3,88826,0,7000,9.63,0.08,2,558,0,0,0,1,0,0,0,0,1,0,0,1
21,1,2,119036,0,15000,11.36,0.13,4,577,1,0,0,1,0,0,0,0,1,0,0,0
21,0,1,118511,0,10000,6.62,0.08,2,535,0,0,0,1,0,1,0,0,0,0,0,0
23,1,2,118603,1,9400,6.62,0.08,3,647,1,0,0,1,0,0,1,0,0,0,0,0
23,1,3,119014,0,9000,6.62,0.08,4,622,1,0,0,1,0,0,1,0,0,0,0,0
26,1,1,119086,1,8450,6.99,0.07,2,623,1,0,0,1,0,0,0,0,0,0,1,0
22,1,1,68230,0,14000,12.21,0.21,3,608,1,0,1,0,0,0,0,0,0,0,1,0
24,1,1,118970,1,8000,12.68,0.07,2,633,1,0,0,1,0,0,1,0,0,0,0,0
23,1,2,119097,3,10000,11.14,0.08,4,679,1,0,0,1,0,0,1,0,0,0,0,0
22,1,1,68145,1,14000,14.35,0.21,4,582,1,0,1,0,0,0,1,0,0,0,0,0
23,1,2,39549,3,6500,8.59,0.16,2,653,0,0,0,0,1,0,0,0,0,0,1,0
24,1,2,119457,3,10000,8.59,0.08,3,571,0,0,0,1,0,0,0,0,0,0,1,0
25,0,0,68320,3,14000,6.92,0.2,2,655,1,0,1,0,0,1,0,0,0,0,0,0
26,1,2,119453,5,9600,13.06,0.08,3,668,1,0,0,1,0,0,0,1,0,0,0,0
24,0,1,39174,0,15000,11.01,0.38,3,681,1,0,0,0,1,0,0,1,0,0,0,0
24,1,2,68539,0,14000,12.61,0.2,2,617,0,0,1,0,0,0,0,0,1,0,0,0
23,1,2,119425,2,1000,11.49,0.01,3,614,1,0,0,1,0,0,0,0,0,0,1,0
22,1,0,120128,0,18000,8.9,0.15,3,664,0,0,0,1,0,0,0,0,0,0,1,0
24,1,3,120015,1,12000,6.03,0.1,2,564,0,0,0,1,0,1,0,0,0,0,0,0
26,1,2,69901,3,14000,10.37,0.2,2,621,0,0,1,0,0,0,0,0,0,0,1,0
26,0,0,119678,4,5000,11.49,0.04,2,542,1,0,0,1,0,0,0,0,0,0,1,0
25,1,1,70717,4,14000,12.61,0.2,3,689,0,0,1,0,0,0,0,0,1,0,0,0
26,1,2,72725,5,14000,12.69,0.19,4,603,1,0,1,0,0,0,0,0,1,0,0,0
22,0,3,73042,0,14000,6.03,0.19,2,679,1,0,1,0,0,0,0,0,0,1,0,0
25,1,3,120018,6,15000,6.17,0.12,4,642,0,0,0,1,0,1,0,0,0,0,0,0
23,0,3,72868,0,14000,14.84,0.19,3,682,1,0,1,0,0,0,1,0,0,0,0,0
23,1,2,119770,0,1800,7.88,0.02,2,563,0,0,0,1,0,0,1,0,0,0,0,0
26,0,2,119511,2,20000,14.22,0.17,4,670,1,0,0,1,0,0,0,0,1,0,0,0
24,1,2,119525,0,12250,9.88,0.1,2,606,0,0,0,1,0,0,1,0,0,0,0,0
22,0,0,72545,0,14000,7.88,0.19,2,665,1,0,1,0,0,0,0,0,0,0,1,0
26,0,1,119937,2,8000,14.91,0.07,4,705,0,0,0,1,0,0,0,0,0,0,1,0
23,1,2,120133,2,23000,6.91,0.19,4,593,0,0,0,1,0,1,0,0,0,0,0,0
24,1,0,106079,3,8000,11.01,0.08,3,643,0,0,0,1,0,0,0,0,0,0,1,1
22,0,1,73136,0,14000,13.48,0.19,3,651,1,0,1,0,0,1,0,0,0,0,0,0
25,0,0,120286,3,8500,11.58,0.07,2,619,0,0,0,1,0,0,0,0,0,1,0,0
23,1,3,120361,1,25000,15.7,0.21,2,681,1,0,0,1,0,0,1,0,0,0,0,0
25,1,0,65711,4,14000,14.59,0.21,4,673,0,0,1,0,0,1,0,0,0,0,0,1
25,0,2,120524,5,12800,12.42,0.11,4,612,1,0,0,1,0,0,0,1,0,0,0,0
22,0,2,120572,0,7125,7.51,0.06,4,628,1,0,0,1,0,0,0,0,0,1,0,0
22,0,1,120419,0,5000,9.67,0.04,3,511,1,0,0,1,0,0,0,0,1,0,0,0
23,0,3,120365,4,5500,14.74,0.05,4,688,1,0,0,1,0,0,0,0,0,1,0,0
22,1,1,73097,3,14000,12.73,0.19,2,693,0,0,1,0,0,0,1,0,0,0,0,0
24,1,0,120283,0,12000,9.62,0.1,3,580,0,0,0,1,0,0,0,1,0,0,0,0
25,0,2,120536,3,12000,8.94,0.1,2,633,1,0,0,1,0,0,0,0,1,0,0,0
26,0,4,120888,0,2700,11.01,0.02,3,681,0,0,0,1,0,0,0,0,0,1,0,0
25,1,0,73300,6,14000,11.01,0.19,2,639,1,0,1,0,0,0,0,1,0,0,0,0
23,1,2,121095,0,20000,7.49,0.17,3,645,1,0,0,1,0,0,1,0,0,0,0,0
25,0,0,120998,4,8000,11.01,0.07,4,614,1,0,0,1,0,0,0,0,1,0,0,0
23,1,0,120827,0,4800,11.49,0.04,2,678,0,0,0,1,0,0,0,0,0,1,0,0
22,1,1,74202,2,14000,6.99,0.19,4,679,0,0,1,0,0,0,1,0,0,0,0,0
25,0,1,121126,3,12000,10.38,0.1,4,674,1,0,0,1,0,0,0,1,0,0,0,0
23,0,1,75796,0,14000,10.99,0.18,4,651,1,0,1,0,0,1,0,0,0,0,0,0
24,1,2,120907,3,10000,13.61,0.08,3,700,1,0,0,1,0,0,0,0,1,0,0,0
24,1,1,75082,5,14000,8.59,0.19,4,631,1,0,1,0,0,0,0,0,0,0,1,0
25,1,0,121283,6,8000,8,0.07,2,631,1,0,0,1,0,0,0,0,0,0,1,0
24,1,3,76300,6,14000,12.69,0.18,2,689,1,0,1,0,0,0,0,0,0,1,0,0
23,1,0,120733,1,25000,11.71,0.21,3,604,1,0,0,1,0,0,0,0,1,0,0,0
24,1,0,120793,3,6600,9.91,0.05,2,614,1,0,0,1,0,0,1,0,0,0,0,0
22,1,3,77719,0,14000,7.88,0.18,3,586,1,0,1,0,0,1,0,0,0,0,0,0
23,0,0,79260,0,14000,10.65,0.18,4,599,1,0,1,0,0,0,0,0,0,1,0,0
23,1,2,121206,3,35000,16.77,0.29,3,667,0,0,0,1,0,0,0,0,0,1,0,0
23,1,3,79401,0,14000,9.99,0.18,2,646,1,0,1,0,0,1,0,0,0,0,0,0
24,0,0,78961,3,14000,10.99,0.18,4,583,1,0,1,0,0,0,1,0,0,0,0,0
23,1,2,120940,4,14000,17.58,0.12,3,693,1,0,0,1,0,0,1,0,0,0,0,0
23,0,2,121147,0,15000,13.49,0.12,4,523,1,0,0,1,0,0,0,0,1,0,0,0
24,1,1,121131,4,6000,8.9,0.05,2,616,1,0,0,0,1,0,0,0,1,0,0,0
22,1,0,79103,2,14000,7.49,0.18,2,544,1,0,1,0,0,0,0,0,1,0,0,0
26,1,2,79958,3,14000,6.62,0.18,3,633,0,0,1,0,0,0,0,0,0,1,0,0
25,0,2,121271,0,6000,8.9,0.05,3,622,1,0,0,1,0,0,0,0,0,1,0,0
25,0,2,38473,7,15000,6.03,0.39,4,624,1,0,0,0,1,0,0,0,0,1,0,0
23,0,1,80238,0,14000,12.99,0.17,3,645,0,0,1,0,0,0,1,0,0,0,0,0
25,0,1,121181,6,12000,9.91,0.1,4,638,1,0,0,1,0,0,0,0,0,0,1,0
26,1,0,120871,3,9200,6.03,0.08,3,677,0,0,0,1,0,0,0,0,0,0,1,0
22,0,1,120971,0,9000,11.01,0.07,2,599,0,0,0,1,0,0,1,0,0,0,0,0
25,1,0,106969,0,20000,17.58,0.19,3,687,0,0,0,1,0,0,0,0,0,1,0,1
23,1,1,120935,0,35000,16.77,0.29,4,644,0,0,0,0,1,0,0,0,0,1,0,0
25,0,2,120976,2,4800,10.65,0.04,3,690,0,0,0,1,0,0,0,1,0,0,0,0
25,1,0,121211,3,11650,6.62,0.1,3,679,1,0,0,1,0,0,0,1,0,0,0,0
23,1,1,106591,3,8400,14.65,0.08,4,614,0,0,0,1,0,0,0,1,0,0,0,1
24,1,2,83657,0,14000,12.61,0.17,2,660,0,0,1,0,0,0,0,0,0,0,1,0
26,0,4,84308,2,14000,9.63,0.17,3,611,0,0,1,0,0,0,0,0,1,0,0,0
25,0,1,120882,3,15000,6.03,0.12,3,560,1,0,0,1,0,0,1,0,0,0,0,0
25,1,2,77835,3,14000,14.42,0.18,2,601,0,0,1,0,0,1,0,0,0,0,0,1
21,1,3,85263,0,14000,6.99,0.16,3,637,1,0,1,0,0,0,0,0,0,1,0,0
23,0,2,38098,1,6000,10.37,0.16,3,684,1,0,0,0,1,0,1,0,0,0,0,0
25,1,1,84788,1,14000,9.99,0.17,2,679,0,0,1,0,0,0,0,1,0,0,0,0
24,1,0,67978,1,14000,14.96,0.21,4,583,0,0,1,0,0,0,0,0,1,0,0,1
22,1,2,120877,1,6000,8.49,0.05,2,646,0,0,0,1,0,0,0,0,0,1,0,0
24,0,0,120952,0,8000,9.99,0.07,3,586,1,0,0,1,0,0,0,0,1,0,0,0
24,1,1,87063,2,14000,7.9,0.16,4,613,1,0,1,0,0,0,1,0,0,0,0,0
26,0,3,120668,6,12000,5.99,0.1,2,675,0,0,0,1,0,1,0,0,0,0,0,0
23,1,2,87391,3,14000,10.75,0.16,3,610,1,0,1,0,0,0,0,0,0,0,1,0
23,0,2,106578,1,1000,13.49,0.01,4,652,0,0,0,1,0,0,0,0,0,0,1,1
21,0,0,87636,0,14000,13.49,0.16,2,557,1,0,1,0,0,0,1,0,0,0,0,0
22,1,1,120821,1,14350,9.99,0.12,2,640,1,0,0,1,0,0,1,0,0,0,0,0
24,1,0,121090,5,6000,5.42,0.05,4,674,1,0,0,1,0,0,0,0,1,0,0,0
24,1,3,120871,4,5625,6.99,0.05,4,663,1,0,0,1,0,0,0,0,1,0,0,0
24,1,2,120948,0,5000,11.01,0.04,3,690,1,0,0,1,0,0,0,0,0,0,1,0
26,0,0,120818,5,15000,13.99,0.12,4,600,1,0,0,1,0,0,0,0,0,1,0,0
23,0,2,88386,1,14000,13.11,0.16,2,680,0,0,1,0,0,0,0,0,0,1,0,0
23,1,2,121040,3,8000,11.49,0.07,4,667,1,0,0,1,0,0,0,0,1,0,0,0
